Smiles,blood potassium decreased,malaise,renal failure acute,acute kidney injury,rash papular,haematemesis,fatigue,cough,depression,restlessness,hypoglycaemia,hyperglycaemia,oedema,cyanosis,neonatal disorder,aggression,urinary tract infection,muscle rigidity,delirium,paralysis,chest discomfort,cerebral haemorrhage,hepatitis,vision blurred,rash,hypotonia neonatal,convulsion,aspartate aminotransferase increased,acidosis,thrombocytopenia,bronchospasm,myocardial infarction,psychomotor hyperactivity,respiratory depression,pericardial effusion,neonatal respiratory distress syndrome,body temperature increased,hypercalcaemia,eosinophilia,angioedema,screaming,multiple organ dysfunction syndrome,blood pressure decreased,rhinorrhoea,cardiac failure congestive,cognitive disorder,neutropenia,heart rate increased,arthralgia,asthma,hypertension,pulmonary haemorrhage,hepatotoxicity,hypoglycaemia neonatal,gamma-glutamyltransferase increased,depressed level of consciousness,movement disorder,influenza like illness,malignant neoplasm progression,visual impairment,ventricular fibrillation,mood altered,feeding disorder,bronchopulmonary dysplasia,cardiac arrest,dry skin,dizziness,deafness,syncope,bacterial infection,speech disorder,flatulence,metabolic acidosis,toxic epidermal necrolysis,deep vein thrombosis,bradycardia,alanine aminotransferase increased,cytomegalovirus infection,unresponsive to stimuli,haemoglobin decreased,urticaria,gastroenteritis,urinary retention,blood creatinine increased,neuropathy peripheral,dermatitis atopic,growth retardation,pleural effusion,blister,jaundice,anxiety,hallucination,brain oedema,back pain,pyrexia,otitis media,eye movement disorder,transaminases increased,drug hypersensitivity,haemolysis,haematoma,wheezing,clostridium difficile infection,ventricular septal defect,feeling hot,muscular weakness,shock,eczema,mydriasis,paraesthesia,erythema,hepatic enzyme increased,hyperthermia,acute myeloid leukaemia,disturbance in attention,haemoptysis,chills,hypokalaemia,pancreatitis,coma,febrile neutropenia,hypothermia,agitation,cardio-respiratory arrest,pneumonitis,blindness,decreased appetite,dyskinesia,haemorrhage,haemodynamic instability,heart rate decreased,muscle spasms,chest pain,gait disturbance,dystonia,upper respiratory tract infection,lip swelling,hepatomegaly,electrolyte imbalance,sleep disorder,tinnitus,lymphadenopathy,fluid retention,abdominal pain upper,apnoea,herpes zoster,haemolytic anaemia,lactic acidosis,somnolence,bronchiolitis,mucosal inflammation,retching,migraine,disorientation,myalgia,stomatitis,stevens-johnson syndrome,disease progression,discomfort,sepsis,sedation,epistaxis,ventricular tachycardia,fungal infection,abdominal discomfort,swelling,nervousness,enuresis,hypotonia,pseudomonas infection,abnormal behaviour,injection site pain,immunodeficiency,hypospadias,ear infection,septic shock,rash macular,weight increased,leukopenia,anaphylactic reaction,pancytopenia,diarrhoea,feeling abnormal,oxygen saturation decreased,rash generalised,anger,skin exfoliation,vomiting,skin discolouration,aspiration,electrocardiogram qt prolonged,suicidal ideation,drug intolerance,pharyngitis,blood lactate dehydrogenase increased,viral infection,productive cough,cardiac disorder,withdrawal syndrome,infection,gastritis,liver disorder,confusional state,tachypnoea,intestinal perforation,death,atelectasis,pulmonary oedema,intestinal obstruction,jaundice neonatal,splenomegaly,cholestasis,talipes,white blood cell count increased,tremor,dyspnoea,general physical health deterioration,anaphylactic shock,circulatory collapse,blood creatine phosphokinase increased,suicide attempt,inflammation,cystitis haemorrhagic,generalised tonic-clonic seizure,pulmonary embolism,posterior reversible encephalopathy syndrome,respiratory disorder neonatal,hypoxia,hypocalcaemia,hypothyroidism
CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@H]7CCC(=O)[C@@H](O7)C)O)N(C)C)O,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0
C1C[N+]2(CCC1[C@H](C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)N(CCNC(=O)C1=CSC(=N1)NC(=O)C2=CC(=C(C=C2O)OC)OC)C(C)C,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC(=N3)/C=C/C(=O)O,,,,,,,0.0,0.0,,,,,,1.0,,1.0,0.0,,,,,,,,0.0,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,0.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,1.0,,,0.0,,1.0,,,,,,,0.0,0.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,0.0,,0.0,,,,,,,,
C=CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[C],,,,,,,0.0,0.0,0.0,,,,,,,,1.0,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,1.0,,,1.0,0.0,,,,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,,,1.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0,,,1.0,,,,,,,0.0,,,,,,,,,,,0.0,1.0,0.0,,,,,0.0,,1.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,1.0,
C1=NC2=C(N1COCCO)N=C(NC2=O)N,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0
COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,,0.0,,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,1.0,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,1.0,0.0,,0.0,0.0,,,,,,,,,,,1.0,,,,,0.0,0.0,,1.0,0.0,0.0,,,,0.0,,,,0.0,,,0.0,0.0,,1.0,,,1.0,,1.0,1.0,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,,,1.0,,,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,,0.0,,,1.0,,,0.0,,0.0,,,,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,,,0.0,,,,,,,,
C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
C1=NC2=NC=NC(=C2N1)N,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,,,,0.0,,,,0.0,,,,0.0,,,1.0,,,,,,,,,1.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,0.0,,,,,1.0,,,,1.0,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,0.0,,,,,,,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,1.0,0.0,,1.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,0.0,1.0,,,,,,,,0.0,,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,0.0,,,,,0.0,,
CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@H]4CCOC4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](C2=CC3=C(C=C2)OCCO3)O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](C2=CC3=C(C=C2)OCCO3)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](C2=CC3=C(C=C2)OCCO3)O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](C2=CC3=C(C=C2)OCCO3)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,1.0,,,0.0,,1.0,1.0,0.0,,,,,0.0,,,0.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,0.0,,,1.0,0.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,1.0,,,,1.0,,,,,,1.0,,,0.0,1.0,,,,,,,1.0,,,0.0,,,,0.0,1.0,0.0,,,,,,1.0,,,0.0,,,0.0,,,,,0.0,,,,,1.0,,,,1.0,,,,0.0,,,1.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,1.0,,0.0,,0.0,1.0,1.0,,,,1.0,0.0,,,,,,,0.0,1.0,,,0.0,,,0.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.0,,
CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
C[C@@H](C(=O)O)N,0.0,0.0,,,0.0,,1.0,1.0,,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,0.0,,0.0,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,0.0,0.0,0.0,,,0.0,,0.0,,1.0,,,,,,1.0,,,0.0,,0.0,,,1.0,0.0,,,1.0,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,1.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,1.0,,1.0,,0.0,,,,,,0.0,,,,,,0.0,,,,1.0,0.0,,,,,,,,1.0,1.0,1.0,0.0,,,,,0.0,,,,,0.0,,
C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)O)N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,,1.0,1.0,,,,,,,0.0,,,,0.0,,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,1.0,0.0,,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,,,0.0,,1.0,,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,0.0,,,1.0,1.0,0.0,,0.0,,1.0,,,,0.0,,,,,,,1.0,,,,,0.0,0.0,,,,,1.0,,,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,0.0,,0.0,1.0,,,,0.0,0.0,,0.0,0.0,0.0,1.0,,1.0,,0.0,,,,,,1.0,0.0,1.0,,0.0,0.0,,,,,0.0,1.0,,,1.0,,,,,,,,1.0,,0.0,,,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,,,1.0,,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,,
CN1CCC(=C2C3=CC=CC=C3CCN4C2=NC=C4C=O)CC1,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
C[C@@H]1C[C@H]2[C@@H]3[C@@H](CC4=CC(=O)C=C[C@@]4([C@H]3[C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)C)Cl,,,,,,,,0.0,,,,,,,,,1.0,,,1.0,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,0.0,,,,,1.0,0.0,0.0,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,
C=CC[N@@+]12[C@@H]3[C@]4(C5=CC=CC=C5N/6[C@H]4/C(=C\N7[C@H]8/C(=C6)/[C@@H]9/C(=C\CO)/C[N@+]4([C@H]([C@]8(C5=CC=CC=C75)CC4)C9)CC=C)/[C@@H](C3)/C(=C\CO)/C1)CC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,
C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,1.0,,0.0,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,0.0,,0.0,1.0,1.0
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,,,,,0.0,,0.0,,,,,,,,,0.0,0.0,,1.0,,,,1.0,,,,,,,0.0,1.0,1.0,,0.0,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,,1.0,0.0,,,,1.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,
CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C,,1.0,,,1.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,,,1.0,,,,,0.0,,,,,1.0,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,0.0,1.0,0.0,0.0,,,,,,,,,0.0,,1.0,,0.0,,,,,1.0,1.0,,,,1.0,,,,0.0,,,,,,,,0.0,,0.0,0.0,,1.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,,0.0,,,,,,0.0,,,1.0,1.0,0.0,,,,,1.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
